victims_age;victims_gender;victims_race;date_of_incident;city;state;cause_of_death;official_disposition_of_death;armed_status;fleeing;symptoms;body_camera;race_of_officers
19;Male;Hispanic;14/12/2015;Gilroy;CA;Gunshot;Justified by District Attorney;Unclear;;Unknown;Yes;
21;Male;White;13/12/2015;Denton;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Yes;No;
51;Female;White;13/12/2015;Arlington;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Yes;No;
32;Male;Hispanic;13/12/2015;Denver;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;No;
30;Male;Pacific Islander;13/12/2015;Olympia;WA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
28;Male;Black;12/12/2015;Lynwood;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
20;Male;White;12/12/2015;East Stroudsburg;PA;Gunshot;Justified;Allegedly Armed;Not fleeing;Yes;No;
24;Male;Black;12/12/2015;Chattanooga;TN;Gunshot;Justified;Allegedly Armed;Not fleeing;Yes;No;
25;Male;Black;12/12/2015;Indianapolis;IN;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
49;Male;Hispanic;12/12/2015;San Bernardino;CA;Gunshot;Justified by District Attorney;Allegedly Armed;;Unknown;No;
Unknown;Male;Unknown race;12/12/2015;Aurora;CO;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;Unknown;No;
36;Male;White;12/12/2015;Healdton;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
36;Male;White;11/12/2015;Tucson;AZ;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
34;Male;White;10/12/2015;Indianapolis;IN;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
55;Male;Black;10/12/2015;Taylors;SC;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
Unknown;Male;Unknown race;10/12/2015;Hemet;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
54;Male;White;10/12/2015;Marina;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
32;Male;Black;09/12/2015;Tallahassee;FL;Gunshot;Pending investigation;Allegedly Armed;;Unknown;;
66;Male;White;09/12/2015;Leitchfield;KY;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
51;Male;White;09/12/2015;Sportsmen Acres;OK;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
33;Male;Black;08/12/2015;Cleveland;OH;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
36;Male;Black;08/12/2015;Yonkers;NY;Gunshot;Justified by Attorney General;Unarmed/Did Not Have Actual Weapon;Foot;Unknown;No;
40;Male;White;08/12/2015;Amherst;VA;Taser;Accidental;Unarmed/Did Not Have Actual Weapon;;No;;
30;Male;Black;07/12/2015;New York;NY;Gunshot;Pending investigation;Allegedly Armed;;Unknown;;
35;Male;White;06/12/2015;Seattle;WA;Gunshot;Pending investigation;Allegedly Armed;Car;Unknown;No;
46;Male;Black;06/12/2015;Richmond Heights;OH;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
48;Male;White;06/12/2015;Laramie;WY;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
24;Male;White;05/12/2015;Irving;TX;Gunshot;Unreported;Allegedly Armed;Foot;Unknown;No;
60;Male;White;05/12/2015;Neenah;WI;Gunshot;Justified by Attorney General;Allegedly Armed;Not fleeing;Unknown;No;
61;Female;White;05/12/2015;Florissant;MO;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
38;Male;Hispanic;05/12/2015;Indio;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
51;Male;White;05/12/2015;Miami Beach;FL;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;Yes;
21;Male;Black;04/12/2015;Pittsburgh;PA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
47;Male;White;04/12/2015;Mesa;AZ;Gunshot, Taser;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
40;Male;White;04/12/2015;Waverly;OH;Gunshot;Charged;Unarmed/Did Not Have Actual Weapon;;No;;
66;Male;White;03/12/2015;Big Springs;NE;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
35;Male;Hispanic;02/12/2015;Denver;CO;Gunshot;Pending investigation;Allegedly Armed;Car;Unknown;No;
27;Female;Asian;02/12/2015;Redlands;CA;Gunshot;Pending investigation;Allegedly Armed;Car;Unknown;No;
28;Male;Asian;02/12/2015;Redlands;CA;Gunshot;Pending investigation;Allegedly Armed;Car;Unknown;No;
32;Male;Hispanic;02/12/2015;San Antonio;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
36;Male;Hispanic;02/12/2015;Deming;NM;Gunshot;Justified;Allegedly Armed;Not fleeing;Unknown;No;
26;Male;Black;02/12/2015;San Francisco;CA;Gunshot;Justified by external agency;Allegedly Armed;Not fleeing;Drug or alcohol use;No;
23;Male;White;01/12/2015;Bangor;ME;Gunshot;Pending investigation;Allegedly Armed;Foot;Unknown;No;
18;Male;Hispanic;01/12/2015;Norwalk;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
18;Male;Black;30/11/2015;Atlanta;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Unknown;No;
25;Unknown;Asian;30/11/2015;Aurora;CO;Gunshot;Pending investigation;Allegedly Armed;Car;Unknown;No;
31;Male;Hispanic;30/11/2015;Wink;TX;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
22;Male;White;29/11/2015;Celina;OH;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
53;Male;White;29/11/2015;Stewartsville;MO;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
69;Male;Hispanic;29/11/2015;Sun City;AZ;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
23;Male;Hispanic;29/11/2015;Bakersfield;CA;Gunshot;Pending investigation;Allegedly Armed;Foot;Unknown;No;
29;Male;White;29/11/2015;Lincoln;NE;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;;Unknown;No;
50;Male;White;28/11/2015;Seagoville;TX;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
58;Male;White;27/11/2015;Lampe;MO;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
26;Male;White;26/11/2015;Paradise;CA;Gunshot;Charged, Convicted, Sentenced to 5 years in prison;Unarmed/Did Not Have Actual Weapon;Car;Unknown;Yes;
52;Male;White;25/11/2015;Eagar;AZ;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
37;Female;White;25/11/2015;Ozark;MO;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
23;Male;White;25/11/2015;Springfield;MO;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
26;Female;White;25/11/2015;Paradise;CA;Gunshot;;Unarmed/Did Not Have Actual Weapon;;Unknown;;
24;Male;Black;24/11/2015;Camden;NJ;Gunshot;Justified by Prosecutor;Allegedly Armed;Not fleeing;Unknown;No;
45;Male;White;24/11/2015;Columbia Heights;MN;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
32;Male;White;24/11/2015;Las Vegas;NV;Gunshot, Taser;Pending investigation;Unarmed/Did Not Have Actual Weapon;Foot;Yes;Yes;
50;Male;White;23/11/2015;Columbus;OH;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
49;Male;Hispanic;23/11/2015;Corpus Christi;TX;Gunshot, Taser;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;Yes;
45;Male;White;22/11/2015;Reno;NV;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;No;No;
28;Male;Hispanic;22/11/2015;Denver;CO;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
47;Male;White;22/11/2015;Fontana;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
24;Male;White;21/11/2015;Colbert;OK;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;Foot;Unknown;No;
39;Male;White;20/11/2015;Dallas;GA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
29;Male;Black;20/11/2015;Barstow;CA;Gunshot;Justified by District Attorney/Civil suit/Family awarded money;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
32;Male;White;20/11/2015;Palmetto;GA;Taser;Pending investigation;Unarmed/Did Not Have Actual Weapon;;Unknown;;
56;Male;Hispanic;20/11/2015;Fontana;CA;Gunshot;Justified by District Attorney;Unclear;;Unknown;;
34;Male;Black;19/11/2015;Bradenton;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;Unknown;No;
27;Male;Black;19/11/2015;Fort Pierce;FL;Gunshot;Justified;Allegedly Armed;Not fleeing;No;No;
34;Male;Black;19/11/2015;Washington;DC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
44;Male;Black;18/11/2015;Benton Harbor;MI;Gunshot;Unreported;Allegedly Armed;Not fleeing;Unknown;No;
25;Male;Black;18/11/2015;Opa-locka;FL;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
30;Female;Black;18/11/2015;Portage;IN;Gunshot;Charged with murder;Unarmed/Did Not Have Actual Weapon;;No;;
28;Male;Black;17/11/2015;Miami;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Yes;No;
21;Male;Black;17/11/2015;Cayce;SC;Gunshot;Justified;Allegedly Armed;Not fleeing;Yes;No;
47;Male;White;17/11/2015;Little Egg Harbor Township;NJ;Gunshot;Justified by Prosecutor;Allegedly Armed;Not fleeing;Yes;No;
58;Male;White;17/11/2015;Arlington;GA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
41;Male;White;17/11/2015;Weatherford;TX;Gunshot;Grand jury/No bill or Cleared;Unarmed/Did Not Have Actual Weapon;Car;Unknown;No;
30;Male;Black;17/11/2015;Houston;TX;Gunshot;Unreported;Vehicle;Car;Unknown;No;
25;Male;White;16/11/2015;Dalton;GA;Gunshot;Justified;Vehicle;Car;Unknown;No;
28;Male;White;16/11/2015;Centerville;TX;Gunshot;Grand jury/No bill or Cleared;Vehicle;Car;No;No;
32;Male;White;15/11/2015;Spring Lake;NC;Gunshot, Taser;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
39;Male;Black;15/11/2015;Oakland;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
24;Male;Black;15/11/2015;Minneapolis;MN;Gunshot;Justified by internal review;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
16;Male;Black;15/11/2015;Philadelphia;PA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Unknown;No;
31;Male;Hispanic;14/11/2015;Riverside;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
25;Male;Black;14/11/2015;Washington;DC;Gunshot;Pending investigation;Allegedly Armed;;Unknown;;
25;Male;White;13/11/2015;Eden;GA;Gunshot;Pending investigation;Allegedly Armed;Foot;Unknown;No;
52;Male;White;13/11/2015;Trenton;TN;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
25;Male;Hispanic;13/11/2015;Jurupa Valley;CA;Gunshot;Pending investigation/No Known Charges;Unclear;;Unknown;No;
42;Male;Hispanic;12/11/2015;Sunnyvale;CA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;No;
25;Male;Hispanic;11/11/2015;San Francisco;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
57;Male;White;11/11/2015;Aiken;SC;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
32;Male;Black;11/11/2015;Baltimore;MD;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
31;Male;Hispanic;11/11/2015;Albuquerque;NM;Gunshot;Justified by District Attorney;Vehicle;Car;Unknown;No;
34;Male;Hispanic;10/11/2015;Chico;CA;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;Unknown;No;
36;Male;Hispanic;10/11/2015;Brighton;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Car;Unknown;No;
22;Male;White;10/11/2015;Dillon;MT;Gunshot;Justified by coroner's inquest;Allegedly Armed;Not fleeing;Unknown;No;
63;Male;White;10/11/2015;Colorado Springs;CO;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
35;Male;Hispanic;09/11/2015;Los Angeles;CA;Gunshot, Taser;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
25;Male;Hispanic;09/11/2015;Laredo;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Yes;No;
26;Male;White;09/11/2015;Orlando;WV;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
45;Male;Hispanic;09/11/2015;San Jose;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
20;Male;Black;09/11/2015;Spartanburg;SC;Gunshot;Justified;Vehicle;Car;Unknown;No;
22;Male;Black;09/11/2015;Oveido;FL;Vehicle;Unreported;Vehicle;;No;;
22;Male;Black;09/11/2015;Oveido;FL;Vehicle;Unreported;Vehicle;;No;;
51;Male;White;06/11/2015;Portland;OR;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
68;Male;White;06/11/2015;Deltona;FL;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;;Unknown;;
48;Male;White;06/11/2015;Wadesboro;NC;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Unknown;No;
55;Male;White;06/11/2015;Las Vegas;NV;Gunshot;Pending investigation;Vehicle;Car;Unknown;No;
48;Male;White;05/11/2015;Morgantown;WV;Gunshot;Unreported;Allegedly Armed;Not fleeing;Unknown;No;
20;Male;White;05/11/2015;Hominy;OK;Gunshot;Pending investigation;Allegedly Armed;Car;Yes;No;
36;Female;White;05/11/2015;Goose Creek;SC;Gunshot;Justified;Allegedly Armed;Not fleeing;Yes;No;
30;Male;White;05/11/2015;Lakeshire;MO;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
30;Male;White;04/11/2015;Springfield;MO;Gunshot;Justified;Allegedly Armed;Foot;Unknown;No;
57;Male;Black;04/11/2015;Houston;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Car;No;No;
18;Male;Asian;04/11/2015;Merced;CA;Gunshot;Pending investigation;Allegedly Armed;Foot;Unknown;No;
47;Male;White;04/11/2015;San Diego;CA;Gunshot;Justified by District Attorney;Unarmed/Did Not Have Actual Weapon;Foot;Unknown;Yes;
6;Male;White;03/11/2015;Marksville;LA;Gunshot;Charged, convicted of manslaughter;Unarmed/Did Not Have Actual Weapon;Car;Unknown;Yes;
62;Male;Black;02/11/2015;Washington;DC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
49;Male;White;01/11/2015;Hutchinson;MN;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
20;Male;White;01/11/2015;Eureka;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
62;Male;White;01/11/2015;Council;ID;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;Yes;
27;Male;Black;01/11/2015;Washington;DC;Physical Restraint;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;No;;
33;Male;White;31/10/2015;Colorado Springs;CO;Gunshot;Justified by District Attorney;Allegedly Armed;Not fleeing;No;No;
56;Male;Black;31/10/2015;Opelika;AL;Gunshot;Justified;Allegedly Armed;Car;Drug or alcohol use;No;
62;Male;White;30/10/2015;Burkesville;KY;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
29;Male;Hispanic;30/10/2015;Mesquite;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Car;No;No;
25;Male;Black;30/10/2015;Houston;TX;Gunshot;Unreported;Allegedly Armed;Foot;No;No;
30;Male;White;30/10/2015;Fort Gibson;OK;Gunshot, Taser;Pending investigation;Allegedly Armed;Foot;Unknown;No;
20;Male;Black;30/10/2015;Houston;TX;Gunshot;Unreported;Allegedly Armed;;No;;
36;Male;White;29/10/2015;Forest Grove;OR;Gunshot;Pending investigation;Allegedly Armed;;Unknown;;
25;Male;Black;29/10/2015;Columbus;OH;Gunshot;Unreported;Allegedly Armed;Not fleeing;No;No;
18;Male;White;29/10/2015;Hohenwald;TN;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
52;Male;White;29/10/2015;Old Town;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;;No;;
57;Male;White;28/10/2015;Smithville;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
34;Male;Black;28/10/2015;Jacksonville;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
35;Male;White;28/10/2015;Salem;OR;Gunshot;Justified;Allegedly Armed;Car;Unknown;No;
29;Male;Black;28/10/2015;San Diego;CA;Gunshot;Justified by District Attorney;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
25;Male;Black;27/10/2015;Savannah;GA;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;No;Yes;
21;Female;Black;26/10/2015;Washington;DC;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
18;Male;Asian;26/10/2015;Tampa;FL;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Foot;No;No;
24;Male;Hispanic;26/10/2015;Philadelphia;PA;Taser;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;;Unknown;;
45;Male;Black;26/10/2015;Frederick;MD;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;No;No;
36;Male;White;25/10/2015;Talking Rock;GA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
30;Male;Black;24/10/2015;Cathedral City;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Unknown;No;
34;Male;Hispanic;24/10/2015;Riverside;CA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
34;Male;Black;24/10/2015;Cape Coral;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;Yes;
28;Male;White;24/10/2015;Zanesville;OH;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Yes;No;
47;Male;White;24/10/2015;Salem;WI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
61;Male;White;24/10/2015;New Paltz;NY;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Yes;No;
49;Male;White;24/10/2015;Sterling;AK;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
18;Male;Black;23/10/2015;Midwest City;OK;Gunshot;Justified;Allegedly Armed;Not fleeing;Unknown;No;
36;Male;Black;22/10/2015;Carmichael;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
38;Male;Black;22/10/2015;Shreveport;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
53;Male;White;22/10/2015;Pine Top;KY;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
47;Male;White;21/10/2015;Kentwood;MI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
35;Male;Hispanic;21/10/2015;Calexico;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Other;No;No;
21;Male;Hispanic;21/10/2015;Visalia;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
36;Male;Hispanic;21/10/2015;Corpus Christi;TX;Taser;Unreported;Unarmed/Did Not Have Actual Weapon;;Unknown;;
40;Male;Hispanic;20/10/2015;Truth or Consequences;NM;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Unknown;No;
21;Male;White;20/10/2015;Cedar Rapids;IA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
30;Male;White;20/10/2015;Mandeville;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
30;Male;White;20/10/2015;Louisville;KY;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
39;Male;Black;20/10/2015;San Diego;CA;Gunshot;Unreported;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
47;Male;White;20/10/2015;Wakarusa;KS;Taser;Justified;Unarmed/Did Not Have Actual Weapon;;Unknown;;
53;Male;Black;19/10/2015;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;Unknown;No;
50;Male;White;18/10/2015;St. Cloud;MN;Gunshot;Unreported;Allegedly Armed;;Unknown;;
31;Male;Black;18/10/2015;Palm Beach;FL;Gunshot;Charged, Convicted of manslaughter and attempted murder, Sentenced to 25 years;Allegedly Armed;Not fleeing;No;No;
28;Male;White;18/10/2015;Fresno;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
37;Male;Hispanic;18/10/2015;Harlingen;TX;Beaten;Unreported;Unarmed/Did Not Have Actual Weapon;;Unknown;;
28;Male;Black;17/10/2015;York;PA;Gunshot, Taser;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
22;Male;Hispanic;17/10/2015;Modesto;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
30;Male;Black;17/10/2015;Chula Vista;CA;Gunshot;Pending investigation;Unarmed/Did Not Have Actual Weapon;;Unknown;;
18;Male;Black;17/10/2015;Richmond;VA;Gunshot;Charged, Convicted of voluntary manslaughter, Sentenced to 3 months in jail;Unarmed/Did Not Have Actual Weapon;;No;Bystander Video;
27;Male;White;16/10/2015;Houston;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;;Unknown;;
27;Male;White;16/10/2015;Gardernville;NV;Gunshot;Pending investigation;Allegedly Armed;;Unknown;;
45;Male;Unknown race;16/10/2015;Winder;GA;Gunshot;Pending investigation;Allegedly Armed;Not fleeing;Unknown;No;
27;Male;Hispanic;16/10/2015;La Puente;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
33;Male;Black;16/10/2015;Columbus;MS;Gunshot;Charged with manslaughter, Charges Dropped;Unclear;Foot;No;No;
15;Male;Hispanic;15/10/2015;Homestead;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
25;Male;Black;15/10/2015;Columbus;OH;Gunshot;Unreported;Allegedly Armed;Not fleeing;No;No;
50;Female;White;15/10/2015;Las Vegas;NV;Gunshot;Unreported;Allegedly Armed;Car;Yes;No;
35;Male;White;15/10/2015;Kirkland;WA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Unknown;No;
27;Male;Hispanic;15/10/2015;San Francisco;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
20;Male;Black;15/10/2015;Houston;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Not fleeing;Unknown;No;
31;Male;White;15/10/2015;Cleveland;OH;Gunshot;Justified by Prosecutor;Unarmed/Did Not Have Actual Weapon;Car;No;No;
27;Male;White;14/10/2015;Catersville;GA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
46;Female;White;14/10/2015;Naples;FL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;Yes;No;
59;Male;Unknown race;14/10/2015;Seaside;CA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
57;Male;Black;14/10/2015;Evergreen;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
18;Male;Hispanic;14/10/2015;Indio;CA;Gunshot;Justified by District Attorney;Vehicle;Car;No;No;
40;Male;Black;12/10/2015;Lawton;OK;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;White;12/10/2015;Brookhaven;MS;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
44;Male;Asian;11/10/2015;Lake Charles;LA;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
23;Male;Black;11/10/2015;Taylors ;SC;Gunshot;Justified;Allegedly Armed;Not fleeing;No;No;
43;Male;Hispanic;11/10/2015;Odessa;TX;Gunshot;Grand jury/No bill or Cleared;Allegedly Armed;Car;No;No;
34;Male;Hispanic;11/10/2015;San Bernardino;CA;Gunshot;Justified by District Attorney;Unclear;Other;No;No;
40;Male;White;10/10/2015;Lakeview;MI;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
31;Male;White;10/10/2015;Old Saybrook;CT;Gunshot;Justified by State's Attorney;Allegedly Armed;Not fleeing;No;No;
35;Male;Hispanic;10/10/2015;Lisle;IL;Gunshot, Taser;Pending investigation/No Known Charges;Unclear;Not fleeing;No;No;
49;Male;White;10/10/2015;Beverly;MA;Gunshot;Pending investigation/No Known Charges;Vehicle;Not fleeing;Yes;No;
38;Male;White;10/10/2015;Pinon Hills;CA;Gunshot;Pending investigation/No Known Charges;Vehicle;Car;Yes;No;
62;Female;White;09/10/2015;Aguanga;CA;Gunshot;Unreported;Allegedly Armed;Not fleeing;Unknown;No;
19;Male;Hispanic;09/10/2015;Columbia;MD;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
46;Male;Hispanic;07/10/2015;West Palm Beach;FL;Gunshot;Unreported;Allegedly Armed;Not fleeing;No;No;
39;Male;White;06/10/2015;Monterey;CA;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;Yes;No;
51;Male;White;05/10/2015;Hurst;TX;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;No;No;
50;Male;White;05/10/2015;Woodbridge Township;NJ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
27;Male;Asian;05/10/2015;Akron;OH;Gunshot;Pending investigation/No Known Charges;Unarmed/Did Not Have Actual Weapon;Not fleeing;No;No;
45;Male;White;04/10/2015;Los Angeles;CA;Gunshot;Pending investigation/No Known Charges;Unclear;Not fleeing;Unknown;No;
27;Male;White;04/10/2015;Muscle Shoals;AL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Foot;Yes;No;
31;Male;Black;04/10/2015;Chicago;IL;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;No;No;
28;Male;Hispanic;02/10/2015;Sierra Vista;AZ;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Car;No;No;
55;Female;White;02/10/2015;Aloha;OR;Gunshot;Pending investigation/No Known Charges;Allegedly Armed;Not fleeing;Yes;No;
